POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA,WAR,rWAR,SIERA
RF,11,Mike DeSimone,,-,-,-,06/09/2037,18,USA,6' 1',190 lbs,Left,Left,0.5 Stars,1.5 Stars,1,1,1,5,2,1,1,1,1,1,1,1,1,1,1,7,5,1,22,3,Normal,Normal,Normal,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,80-83,80-83,3/4,Normal,1,1,5,6,3,10,11,31,3,41,43,38,26,12,2,4,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,44,Piero Dettori,,Cincinnati (INT),INT,INT,11/23/2036,18,VEN,5' 10',170 lbs,Switch,Right,0.5 Stars,0.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,52,7,Flyball,Normal,Spray,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,3/4,Normal,1,3,31,48,47,10,2,25,22,45,34,54,22,13,20,2,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,8,Paul Deveny,,-,-,-,01/12/2035,20,USA,6' 0',185 lbs,Right,Right,0.5 Stars,2.0 Stars,21,21,15,11,16,22,23,23,17,14,18,26,20,20,15,10,16,21,47,7,Normal,Spray,Normal,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,84-86,84-86,3/4,Normal,1,1,3,4,1,19,16,27,12,37,53,41,43,40,38,52,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,4,Carlos Diaz,,Miami (INT),INT,INT,08/03/2038,17,VEN,6' 0',180 lbs,Right,Right,0.5 Stars,1.0 Stars,1,1,1,1,1,2,1,1,1,1,1,10,1,1,1,1,1,1,23,8,Flyball,Pull,Pull,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,3/4,Normal,1,1,45,25,53,20,23,52,22,22,24,51,2,5,10,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,5,Efrain Diaz,,Texas (INT),INT,INT,07/13/2038,17,VEN,6' 2',180 lbs,Right,Right,0.5 Stars,2.0 Stars,1,1,4,4,1,1,3,7,8,11,5,10,1,1,2,1,1,1,31,9,Normal,Spray,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,85-87,85-87,SIDE,Normal,1,1,1,1,2,42,54,20,44,20,34,17,46,45,49,51,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,19,Fernando Diaz,,San Antonio (INT),INT,INT,08/05/2037,18,DOM,6' 2',180 lbs,Right,Right,0.5 Stars,1.0 Stars,1,1,1,1,1,12,1,8,3,1,4,15,1,1,1,1,1,11,52,4,Flyball,Normal,Spray,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,86-88,86-88,3/4,Normal,1,1,1,1,1,46,65,71,35,42,24,52,73,37,22,34,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,17,Mike Diaz,,-,-,-,07/13/2035,20,USA,5' 10',165 lbs,Left,Left,0.5 Stars,1.5 Stars,1,1,1,2,1,1,1,1,1,1,1,1,3,3,1,5,3,3,47,3,Normal,Pull,Pull,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,SIDE,Normal,1,2,2,1,1,11,9,28,3,43,32,57,44,54,51,78,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,13,Vinny Diaz,,Houston (INT),INT,INT,06/11/2037,18,VEN,6' 2',190 lbs,Right,Right,0.5 Stars,1.5 Stars,1,5,1,1,1,1,9,1,4,5,5,1,3,1,1,1,1,1,47,8,Normal,Spray,Spray,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,80-83,80-83,SIDE,Normal,1,1,55,43,39,18,24,49,5,35,36,45,6,2,4,20,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,12,Andy Dick,,-,-,-,11/01/2033,21,USA,6' 2',225 lbs,Right,Right,0.5 Stars,2.5 Stars,23,24,23,21,12,25,25,26,24,24,13,29,23,23,22,20,11,24,48,10,Normal,Normal,Spray,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,SIDE,Normal,1,1,10,9,11,11,42,8,5,60,67,18,18,10,4,21,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,24,Jorge Dieguez,,Jacksonville (INT),INT,INT,08/23/2038,17,DOM,6' 0',175 lbs,Right,Right,0.5 Stars,1.5 Stars,1,1,1,1,5,1,1,1,1,1,9,1,1,1,1,1,4,1,49,3,Normal,Normal,Normal,1,1,1,19,1,1,1,1,19,1,1,1,1,19,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,89-91,3/4,Normal,1,1,4,3,1,27,26,63,26,40,39,51,17,25,33,28,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,30,Bill Dittman,,-,-,-,08/31/2037,18,USA,6' 4',200 lbs,Left,Right,0.5 Stars,1.5 Stars,1,1,5,10,1,1,1,1,1,1,1,1,1,1,7,11,1,1,45,2,Flyball,Spray,Pull,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,80-83,80-83,OTT,Normal,1,1,2,1,2,44,27,54,31,44,17,49,24,4,1,22,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,8,Danny Dobosz,,-,-,-,09/16/2034,21,USA,6' 0',180 lbs,Left,Right,0.5 Stars,2.0 Stars,21,21,20,9,20,23,18,17,18,1,15,18,22,22,21,10,22,24,59,3,Normal,Normal,Normal,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,85-87,85-87,3/4,Normal,1,1,1,5,1,24,11,18,7,65,41,25,43,45,42,42,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,30,Javy Domingues,,Jacksonville (INT),INT,INT,10/16/2038,16,DOM,6' 4',195 lbs,Right,Left,0.5 Stars,1.5 Stars,1,1,1,1,1,1,1,1,1,5,2,3,1,1,1,1,1,1,86,2,Normal,Normal,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,90-92,3/4,Normal,1,1,11,7,5,31,15,38,3,35,49,57,14,8,10,18,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,23,Jose Dominguez,,San Antonio (INT),INT,INT,01/16/2039,16,DOM,6' 0',190 lbs,Right,Right,0.5 Stars,2.0 Stars,1,1,6,8,10,1,5,1,10,12,14,1,1,1,5,4,8,1,26,9,Normal,Spray,Spray,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,90-92,3/4,Normal,1,1,26,25,25,12,5,35,12,13,13,46,5,11,19,8,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,17,Leonel Dominguez,,Texas (INT),INT,INT,01/13/2038,17,VEN,6' 2',180 lbs,Right,Right,0.5 Stars,2.0 Stars,2,3,2,1,1,2,8,9,5,1,2,10,2,1,1,1,1,1,53,8,Groundball,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,SIDE,Normal,1,1,5,10,7,13,6,41,4,65,45,68,36,47,45,59,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,66,Jared Donahue,,-,-,-,05/25/2039,16,USA,6' 1',180 lbs,Right,Right,0.5 Stars,2.5 Stars,4,2,4,9,1,7,5,9,6,11,2,10,2,3,3,6,1,4,22,1,Normal,Normal,Spray,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,SIDE,Normal,1,6,2,2,4,53,37,41,36,40,12,29,28,30,31,39,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,10,Andy Donnelly,,Memphis (INT),INT,INT,05/23/2038,17,IRL,6' 2',180 lbs,Left,Left,0.5 Stars,2.5 Stars,9,1,11,4,1,12,1,1,9,1,1,5,1,9,12,7,1,13,53,7,Line Drive,Normal,Normal,1,1,1,9,1,1,1,1,9,1,1,1,1,9,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,88-90,90-92,3/4,Normal,1,1,1,1,3,12,9,13,3,64,40,31,69,53,45,60,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,16,Kasey Dopp,,-,-,-,01/10/2034,21,USA,6' 0',170 lbs,Right,Right,0.5 Stars,1.5 Stars,16,15,12,10,20,18,17,19,14,13,22,23,15,15,12,9,19,17,58,6,Flyball,Normal,Normal,1,1,1,9,1,1,1,1,9,1,1,1,1,9,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,85-87,85-87,3/4,Normal,1,1,1,1,1,45,58,67,71,46,48,59,55,71,68,84,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,32,Zion Douglas,,-,-,-,11/28/2038,16,USA,6' 2',180 lbs,Switch,Right,0.5 Stars,2.5 Stars,10,9,6,1,1,13,3,9,1,1,1,11,10,11,8,1,1,14,49,4,Line Drive,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,3/4,Normal,1,1,10,12,10,11,4,49,1,65,43,78,37,37,39,24,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,52,Joseph Draper,,-,-,-,02/18/2035,20,USA,6' 1',185 lbs,Switch,Left,0.5 Stars,1.5 Stars,12,12,4,1,4,13,10,9,1,1,1,9,13,13,6,1,6,15,56,2,Normal,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,84-86,84-86,3/4,GB'er,1,1,4,9,2,26,23,60,3,44,34,62,28,9,2,3,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,32,Mike Drayer,,-,-,-,02/02/2039,16,USA,6' 2',180 lbs,Right,Right,0.5 Stars,2.5 Stars,6,3,6,5,4,9,8,10,9,11,9,13,2,4,4,2,3,6,28,2,Normal,Pull,Pull,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,87-89,87-89,3/4,Normal,1,1,2,1,1,42,33,42,34,27,17,26,57,36,28,27,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,14,Evan Dreesen,,-,-,-,12/14/2034,20,USA,6' 4',195 lbs,Left,Left,0.5 Stars,2.5 Stars,20,24,37,13,23,18,20,15,35,6,19,13,26,22,38,14,24,20,29,1,Line Drive,Pull,Pull,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,3/4,Normal,1,4,5,1,1,18,18,39,3,67,51,59,81,72,64,81,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,8,George Dreikosen,,-,-,-,03/04/2038,17,USA,6' 2',190 lbs,Left,Right,0.5 Stars,2.0 Stars,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,7,1,1,9,9,Normal,Normal,Normal,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,80-83,80-83,3/4,Normal,1,1,40,44,56,22,32,60,4,40,26,57,13,25,24,39,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,19,Ryan Dube,,-,-,-,03/27/2038,17,USA,6' 2',180 lbs,Right,Right,0.5 Stars,2.5 Stars,10,12,13,15,10,9,13,12,15,19,13,12,11,9,13,14,7,6,23,6,Normal,Pull,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,90-92,3/4,Normal,1,1,4,2,1,64,49,69,63,42,34,53,48,53,50,72,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,5,Mark DuBose,,-,-,-,10/01/2038,16,USA,6' 2',180 lbs,Right,Right,0.5 Stars,2.5 Stars,3,2,15,7,9,3,6,8,16,11,12,10,1,1,15,4,6,1,33,8,Line Drive,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,1,2,2,1,7,1,35,1,51,41,56,51,59,71,87,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,41,Dave Duncan,,-,-,-,02/02/2035,20,CAN,5' 10',165 lbs,Right,Right,0.5 Stars,2.5 Stars,22,22,18,15,19,23,24,26,21,18,16,29,21,20,18,14,19,22,35,8,Normal,Pull,Normal,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,87-89,3/4,Normal,1,1,5,14,10,46,43,65,66,44,33,55,33,23,9,18,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,20,Rich Dunnahoo,,-,-,-,03/20/2038,17,USA,6' 2',195 lbs,Right,Right,0.5 Stars,2.5 Stars,4,3,4,1,1,6,9,9,9,11,10,10,1,2,2,1,1,3,72,10,Normal,Pull,Pull,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,86-88,3/4,Normal,1,1,57,63,56,20,7,68,10,48,52,62,27,29,23,39,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,10,Casimiro Dupuich,,Los Angeles (INT),INT,INT,05/06/2038,17,VEN,6' 4',200 lbs,Right,Right,0.5 Stars,2.5 Stars,10,10,1,1,1,11,11,10,3,1,1,12,9,9,1,1,1,10,55,5,Groundball,Normal,Normal,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,80-83,80-83,SUB,Normal,1,1,52,48,45,27,13,38,8,59,39,46,13,17,21,14,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,31,Ernesto Duran,,Colorado (INT),INT,INT,07/07/2037,18,VEN,6' 0',185 lbs,Right,Right,0.5 Stars,2.0 Stars,1,1,3,1,1,2,2,5,6,1,5,9,1,1,2,1,1,1,51,6,Normal,Normal,Normal,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,OTT,Normal,1,1,33,33,57,14,13,54,5,26,44,26,2,6,9,2,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,35,Marcello Durante,,New York (INT),INT,INT,11/20/2038,16,VEN,6' 1',180 lbs,Right,Right,0.5 Stars,2.0 Stars,1,2,1,1,1,1,5,4,1,5,1,5,1,1,1,1,1,1,51,1,Normal,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,88-90,90-92,3/4,Normal,1,1,1,2,2,40,83,48,25,38,19,53,32,15,22,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,29,Sean Durst,,-,-,-,04/09/2038,17,USA,6' 4',190 lbs,Switch,Right,0.5 Stars,1.5 Stars,1,1,1,1,10,1,2,3,5,9,13,3,1,1,1,1,5,1,16,8,Normal,Pull,Normal,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,86-88,3/4,Normal,1,1,49,26,50,22,38,67,4,57,46,34,12,13,2,29,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,3,Phil Duvall,,-,-,-,07/27/2037,18,USA,6' 1',190 lbs,Right,Right,0.5 Stars,1.5 Stars,1,1,1,2,10,1,1,1,2,7,10,1,1,1,1,1,9,1,56,6,Normal,Normal,Normal,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,3/4,Normal,1,5,71,33,29,30,36,87,22,48,46,32,22,26,35,32,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,27,Barry Eberts,,-,-,-,09/22/2034,20,USA,6' 4',200 lbs,Left,Left,0.5 Stars,2.0 Stars,20,22,20,7,19,20,19,16,17,1,16,15,23,21,21,9,19,22,54,4,Groundball,Pull,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,87-89,3/4,Normal,1,1,1,1,2,6,5,24,1,41,55,54,41,34,34,38,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,14,You-cheng Ec,,-,-,-,10/02/2038,16,TPE,6' 2',180 lbs,Left,Left,0.5 Stars,3.0 Stars,8,4,6,9,13,10,1,1,1,1,10,1,7,10,9,11,14,12,82,5,Normal,Pull,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,83-85,83-85,3/4,Normal,1,1,3,1,1,22,19,29,3,55,42,29,37,15,2,12,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,46,Carlos Echevarria,,Baltimore (INT),INT,INT,04/19/2038,17,VEN,6' 1',180 lbs,Right,Right,0.5 Stars,2.5 Stars,6,3,2,2,10,9,5,9,4,7,12,11,2,5,1,1,9,9,47,7,Groundball,Normal,Spray,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,3/4,Normal,1,1,2,2,3,41,37,62,25,45,39,54,12,14,1,18,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,9,Mike Eckman,,-,-,-,06/06/2039,16,USA,6' 6',200 lbs,Right,Left,0.5 Stars,2.5 Stars,4,5,3,4,1,4,10,10,6,10,3,11,4,2,1,1,1,1,25,9,Normal,Normal,Normal,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,88-90,3/4,Normal,1,1,4,2,4,17,12,40,3,50,32,61,21,6,7,6,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,7,Jonathan Ekstein,,-,-,-,05/29/2037,18,USA,6' 2',185 lbs,Left,Left,0.5 Stars,2.0 Stars,12,14,9,1,1,11,11,9,3,1,1,3,14,12,10,1,1,13,54,2,Line Drive,Normal,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,90-92,3/4,Normal,1,1,5,11,6,29,13,18,3,41,39,60,22,29,31,40,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,19,Nate Ellenberger,,-,-,-,03/27/2037,18,USA,6' 2',185 lbs,Right,Right,0.5 Stars,1.5 Stars,1,1,2,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,59,6,Normal,Normal,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,85-87,85-87,3/4,Normal,1,1,49,55,45,17,9,22,2,22,45,46,25,18,17,8,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,17,Steve Elliott,,-,-,-,09/13/2039,16,USA,5' 10',160 lbs,Right,Right,0.5 Stars,2.5 Stars,11,14,4,1,10,11,15,13,8,1,11,12,14,11,3,1,10,10,53,2,Line Drive,Normal,Normal,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,3/4,Normal,1,1,2,4,1,50,44,54,50,46,36,55,42,40,38,45,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,16,Andy Ellis,,-,-,-,07/26/2038,17,USA,6' 3',180 lbs,Right,Right,0.5 Stars,2.0 Stars,3,5,8,7,1,3,8,8,10,10,1,9,3,2,7,5,1,1,39,3,Normal,Normal,Normal,1,1,1,15,1,1,1,1,15,1,1,1,1,15,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,88-90,90-92,SIDE,Normal,1,1,1,1,1,47,52,54,41,37,37,51,37,25,24,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,9,Tyler Ellis,,-,-,-,11/20/2038,16,USA,6' 1',180 lbs,Left,Right,0.5 Stars,4.0 Stars,11,11,14,12,12,11,9,7,12,7,8,5,12,11,15,13,13,13,44,3,Line Drive,Pull,Pull,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,85-87,OTT,Normal,1,1,9,11,10,20,16,22,10,62,46,33,66,52,47,41,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,24,Dhyana Emankumar,,-,-,-,06/25/2039,16,USA,6' 2',185 lbs,Right,Right,0.5 Stars,3.0 Stars,3,11,14,14,14,1,12,7,15,16,16,1,11,1,14,14,14,1,35,1,Line Drive,Normal,Normal,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,87-89,87-89,SIDE,Normal,1,1,11,11,7,37,34,38,31,71,64,69,71,48,44,60,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
