POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA,WAR,rWAR,SIERA
RF,10,Rafael Gallarzo,,San Antonio (INT),INT,INT,08/20/2036,18,DOM,6' 1',175 lbs,Right,Left,0.5 Stars,1.5 Stars,5,10,11,4,14,1,11,9,13,10,16,4,10,3,11,1,14,1,35,3,Normal,Pull,Pull,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,90-92,3/4,Normal,1,5,1,3,1,32,32,20,3,41,33,26,43,37,34,36,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,24,Dan Gallup,,-,-,-,09/24/2036,17,USA,6' 4',195 lbs,Right,Right,0.5 Stars,1.5 Stars,1,1,1,1,1,1,1,1,5,10,2,4,1,1,1,1,1,1,48,4,Flyball,Spray,Spray,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,87-89,3/4,Normal,1,1,56,53,26,14,17,53,1,24,38,48,76,54,54,58,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,8,Mario Garay,,Houston (INT),INT,INT,10/19/2035,18,VEN,6' 4',195 lbs,Right,Right,0.5 Stars,2.0 Stars,4,5,7,4,2,4,9,9,10,10,6,11,3,2,6,1,1,1,43,6,Normal,Normal,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,89-91,3/4,Normal,1,5,2,1,1,55,38,60,50,36,34,53,58,21,22,28,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,10,Alex Garcia,,Washington (INT),INT,INT,08/13/2037,17,VEN,6' 0',165 lbs,Right,Right,0.5 Stars,2.0 Stars,1,1,3,1,1,1,2,5,6,1,2,9,1,1,2,1,1,1,52,2,Normal,Normal,Normal,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,90-92,OTT,Normal,1,1,4,1,1,70,29,50,52,57,45,35,66,31,17,4,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,18,Alex Garcia,,Colorado (INT),INT,INT,07/27/2036,18,MEX,6' 2',195 lbs,Right,Right,0.5 Stars,1.5 Stars,1,1,1,1,1,1,1,1,1,9,3,1,1,1,1,1,1,1,36,6,Flyball,Pull,Normal,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,80-83,80-83,SIDE,Normal,1,1,39,43,57,13,6,47,1,22,19,26,14,6,2,2,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,13,Alfredo Garcia,,Los Angeles (INT),INT,INT,03/31/2037,17,CUB,6' 2',185 lbs,Right,Right,0.5 Stars,2.0 Stars,2,1,5,4,1,3,4,7,8,10,1,10,1,1,4,1,1,1,60,7,Normal,Pull,Normal,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,OTT,Normal,1,1,50,46,46,12,7,51,3,21,29,44,36,38,34,36,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,12,Armando Garcia,,New York (INT),INT,INT,02/21/2038,16,VEN,6' 2',185 lbs,Switch,Right,0.5 Stars,2.0 Stars,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,4,1,1,42,3,Normal,Normal,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,84-86,84-86,OTT,GB'er,1,1,2,3,1,11,15,8,22,23,38,30,36,8,3,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,29,Carlos Garcia,,Philadelphia (INT),INT,INT,10/30/2035,18,VEN,6' 3',190 lbs,Left,Right,0.5 Stars,2.0 Stars,8,2,11,4,1,10,1,1,8,1,1,2,3,9,11,6,3,11,23,5,Normal,Normal,Spray,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,85-87,85-87,3/4,Normal,1,1,1,2,1,51,53,63,46,36,40,45,55,35,17,43,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,11,Danny Garcia,,-,-,-,11/28/2037,16,CUB,6' 4',200 lbs,Right,Right,0.5 Stars,2.5 Stars,1,8,4,12,6,1,10,1,8,13,11,1,5,1,3,11,3,1,30,3,Flyball,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,88-90,88-90,3/4,GB'er,1,1,77,78,67,15,23,54,1,48,44,53,2,6,9,10,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,41,Danny Garcia,,St. Louis (INT),INT,INT,07/26/2035,19,VEN,6' 1',190 lbs,Right,Right,0.5 Stars,1.0 Stars,1,1,1,1,1,4,1,1,1,1,2,11,1,1,1,1,1,1,48,10,Flyball,Normal,Normal,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,90-92,3/4,Normal,1,6,1,1,2,41,49,42,32,23,16,48,38,6,1,2,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,34,Edwin Garcia,,-,-,-,11/10/2037,16,USA,6' 2',180 lbs,Left,Right,0.5 Stars,3.0 Stars,9,10,14,4,9,10,3,1,11,1,1,1,10,10,15,7,10,11,41,6,Line Drive,Pull,Pull,1,1,1,13,1,1,1,1,13,1,1,1,1,13,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,89-91,3/4,Normal,1,1,1,1,3,55,37,28,48,48,36,23,70,46,51,33,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,4,Hugo Garcia,,Cincinnati (INT),INT,INT,12/25/2037,16,DOM,6' 4',215 lbs,Right,Right,0.5 Stars,2.5 Stars,1,1,1,5,2,1,3,4,1,9,4,6,1,1,1,4,1,1,32,2,Normal,Spray,Spray,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,83-85,83-85,3/4,Normal,1,1,2,4,4,25,25,25,25,52,43,44,1,19,24,38,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,35,Jordan Garcia,,Jacksonville (INT),INT,INT,11/16/2037,16,ANT,6' 5',195 lbs,Left,Right,0.5 Stars,1.0 Stars,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,8,56,4,Normal,Spray,Normal,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,88-90,88-90,3/4,Normal,1,1,2,2,2,20,9,28,7,43,68,50,20,15,2,7,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,15,Jose Garcia,,Jacksonville (INT),INT,INT,02/10/2037,17,VEN,6' 2',185 lbs,Right,Left,0.5 Stars,2.0 Stars,4,1,2,1,1,6,5,9,5,7,1,11,1,2,1,1,1,3,54,7,Normal,Normal,Spray,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,83-85,83-85,SIDE,Normal,1,1,2,3,2,22,17,40,3,44,41,58,18,26,28,20,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,9,Jose Garcia,,Atlanta (INT),INT,INT,03/31/2037,17,VEN,6' 2',190 lbs,Right,Right,0.5 Stars,2.0 Stars,1,1,1,3,10,1,2,5,1,10,12,9,1,1,1,1,10,1,18,8,Normal,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,1,49,43,56,19,16,80,1,28,34,53,1,2,2,18,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,1,Juan Garcia,,-,-,-,06/28/2032,22,VEN,6' 3',190 lbs,Left,Left,0.5 Stars,2.0 Stars,1,1,2,1,1,2,1,1,1,1,1,1,2,3,3,3,1,4,45,46,Normal,Pull,Pull,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,1,2,2,3,46,42,69,3,45,25,40,65,39,40,21,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,14,Omar Garcia,,Washington (INT),INT,INT,09/20/2037,16,VEN,6' 2',190 lbs,Right,Left,0.5 Stars,2.0 Stars,2,1,2,4,1,4,4,9,5,10,1,11,1,1,1,1,1,1,43,1,Normal,Normal,Spray,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,89-91,3/4,Normal,1,1,4,1,4,27,55,59,3,33,25,48,16,37,54,57,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,10,Omar Garcia,,-,-,-,05/15/2037,17,PAN,6' 1',190 lbs,Right,Right,0.5 Stars,2.0 Stars,1,5,1,1,10,1,9,1,1,3,11,1,4,1,1,1,9,1,59,10,Groundball,Normal,Normal,1,1,1,15,1,1,1,1,15,1,1,1,1,15,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,OTT,Normal,1,1,51,46,25,36,9,26,40,16,16,22,8,8,1,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,9,Orlando Garcia,,Baltimore (INT),INT,INT,10/26/2035,18,VEN,6' 2',185 lbs,Left,Right,0.5 Stars,1.5 Stars,9,9,8,9,14,9,2,1,1,1,9,1,10,10,9,11,15,11,32,10,Normal,Pull,Pull,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,84-86,84-86,SIDE,Normal,1,3,7,5,3,36,47,26,26,15,17,24,38,40,43,38,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,2,R.J. Garcia,,San Antonio (INT),INT,INT,10/25/2036,17,DOM,6' 1',175 lbs,Left,Left,0.5 Stars,1.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,47,5,Normal,Pull,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,80-83,80-83,3/4,Normal,1,2,11,9,13,9,14,28,3,40,33,57,17,1,4,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,46,Ruben Garcia,,-,-,-,01/20/2038,16,USA,6' 6',195 lbs,Right,Left,0.5 Stars,2.5 Stars,6,3,2,1,1,9,9,9,6,10,10,11,1,4,1,1,1,6,59,5,Normal,Pull,Normal,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,87-89,87-89,3/4,GB'er,1,3,1,2,1,10,7,37,3,60,32,51,25,17,7,12,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,56,Ruben Garcia,,-,-,-,05/10/2025,29,DOM,6' 1',200 lbs,Switch,Right,0.5 Stars,0.5 Stars,10,11,17,20,16,10,12,11,19,24,18,13,10,9,17,19,16,9,82,12,Flyball,Normal,Pull,1,1,1,9,1,1,1,1,9,1,1,1,1,9,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,SIDE,Normal,1,1,3,1,4,57,51,35,51,11,23,51,43,20,1,52,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,12,Tony Garcia,,Minnesota (INT),INT,INT,06/26/2036,18,VEN,6' 0',175 lbs,Right,Right,0.5 Stars,2.0 Stars,1,1,6,10,12,1,1,1,10,15,17,1,1,1,4,6,10,1,23,5,Flyball,Normal,Normal,1,1,1,18,1,1,1,1,18,1,1,1,1,18,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,80-83,80-83,OTT,Normal,1,1,2,1,1,50,25,30,25,18,35,40,65,51,63,35,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,16,Miguel Garduno,,Houston (INT),INT,INT,02/28/2038,16,DOM,6' 0',170 lbs,Right,Right,0.5 Stars,1.5 Stars,1,1,1,1,1,3,1,1,1,1,1,9,1,1,1,1,1,1,59,9,Normal,Normal,Normal,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,85-87,85-87,3/4,Normal,1,1,4,1,2,13,8,27,11,51,46,25,33,47,55,56,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,34,Matt Garner,,-,-,-,10/11/2031,22,USA,6' 3',200 lbs,Right,Right,0.5 Stars,1.5 Stars,18,17,20,20,17,20,19,21,22,25,21,26,17,16,19,18,15,19,96,7,Normal,Normal,Normal,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,4,58,50,35,18,22,62,1,45,37,56,14,3,1,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,40,Jon Garza,,-,-,-,01/24/2037,17,PUR,6' 4',195 lbs,Right,Right,0.5 Stars,2.5 Stars,1,3,3,12,3,1,6,1,6,14,10,1,1,1,2,12,1,1,33,9,Flyball,Normal,Normal,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,80-83,80-83,SIDE,Normal,1,4,57,57,52,37,12,50,2,42,38,51,17,29,31,29,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,18,Will Gaskins,,-,-,-,09/14/2037,17,USA,6' 0',175 lbs,Right,Right,0.5 Stars,1.5 Stars,1,1,1,1,1,1,1,1,1,4,6,1,1,1,1,1,1,1,37,2,Normal,Spray,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,89-91,3/4,Normal,1,1,1,2,1,9,4,25,2,63,46,79,68,47,44,32,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,18,Alvin Gaspar,,Jacksonville (INT),INT,INT,07/21/2036,18,DOM,6' 4',205 lbs,Right,Right,0.5 Stars,2.5 Stars,12,16,15,1,13,10,18,14,17,6,14,13,15,12,15,1,13,10,55,5,Normal,Normal,Normal,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,89-91,3/4,Normal,1,1,1,5,3,10,19,16,7,48,46,34,5,1,1,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,44,Israel Gaspar,,Los Angeles (INT),INT,INT,02/22/2036,18,VEN,6' 2',185 lbs,Right,Right,0.5 Stars,1.5 Stars,1,1,1,1,1,3,2,8,1,1,7,11,1,1,1,1,1,1,50,3,Normal,Spray,Normal,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,3/4,Normal,1,1,35,31,68,10,15,28,4,21,29,54,8,4,4,5,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,10,Matt Gassman,,-,-,-,06/29/2033,21,USA,5' 10',170 lbs,Left,Left,0.5 Stars,1.5 Stars,17,18,13,14,20,18,15,13,11,10,17,13,18,18,14,16,21,19,52,7,Normal,Normal,Spray,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,89-91,3/4,Normal,1,1,2,1,1,53,50,69,3,45,45,51,26,22,31,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,17,Pat Gaub,,-,-,-,08/10/2031,23,USA,6' 2',190 lbs,Right,Right,0.5 Stars,2.0 Stars,12,13,10,13,18,13,15,15,12,19,20,18,12,11,10,12,17,11,24,6,Normal,Spray,Pull,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,86-88,3/4,Normal,1,1,51,29,56,18,21,58,6,34,37,51,30,9,1,2,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,15,Byron Gault,,Colorado (INT),INT,INT,10/16/2035,18,AUS,6' 0',175 lbs,Right,Right,0.5 Stars,2.0 Stars,9,2,5,1,1,11,9,11,10,1,2,13,1,7,3,1,1,10,62,10,Groundball,Normal,Pull,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,84-86,84-86,SIDE,Normal,1,1,44,53,47,12,11,24,12,51,46,26,18,22,20,18,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,2,Matt Geese,,-,-,-,01/30/2032,22,USA,6' 1',185 lbs,Right,Right,0.5 Stars,1.5 Stars,8,1,2,3,11,12,1,9,4,7,12,14,1,6,1,2,11,11,56,4,Flyball,Normal,Spray,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,3/4,Normal,1,6,1,1,1,31,46,42,29,41,34,45,29,20,36,39,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,9,Mario Genao,,Jacksonville (INT),INT,INT,11/30/2036,17,DOM,6' 1',185 lbs,Right,Right,0.5 Stars,1.5 Stars,1,1,4,1,8,1,4,6,8,10,12,9,1,1,2,1,3,1,93,11,Normal,Spray,Pull,1,1,1,13,1,1,1,1,13,1,1,1,1,13,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,90-92,3/4,Normal,1,1,13,9,2,40,38,46,30,23,27,29,35,15,1,21,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,9,Cory George,,-,-,-,12/18/2030,23,USA,6' 4',200 lbs,Left,Left,0.5 Stars,2.0 Stars,26,22,23,17,19,32,19,20,19,12,16,24,24,28,24,18,20,35,57,1,Normal,Normal,Pull,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,87-89,3/4,Normal,1,1,1,2,1,16,20,38,3,37,35,32,38,25,11,26,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,90,Justin Gibson,,-,-,-,03/20/2033,21,USA,5' 10',175 lbs,Left,Right,0.5 Stars,2.0 Stars,23,20,15,5,18,29,17,18,13,1,16,22,21,25,16,8,19,31,54,3,Normal,Pull,Normal,1,1,1,18,1,1,1,1,18,1,1,1,1,18,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,85-87,86-88,SIDE,Normal,1,1,2,2,5,6,5,24,3,42,21,34,38,16,2,2,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,13,Justin Gibson,,-,-,-,07/24/2037,17,USA,6' 1',175 lbs,Right,Right,0.5 Stars,1.5 Stars,2,1,1,1,1,9,1,8,1,1,1,12,1,1,1,1,1,6,50,10,Normal,Pull,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,83-85,83-85,3/4,GB'er,1,1,1,1,1,46,49,55,45,28,13,26,60,50,39,38,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,56,Travis Gilley,,-,-,-,04/01/2033,21,USA,6' 2',200 lbs,Right,Right,0.5 Stars,1.5 Stars,6,1,1,1,14,13,1,9,3,9,19,16,1,2,1,1,13,11,47,5,Flyball,Spray,Pull,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,3/4,Normal,1,6,1,2,2,31,29,31,29,19,37,31,24,31,29,34,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,28,Brady Gillum,,-,-,-,09/22/2037,16,USA,6' 3',180 lbs,Right,Right,0.5 Stars,2.5 Stars,9,3,13,1,2,11,7,10,14,7,10,12,2,8,12,1,1,11,21,9,Line Drive,Spray,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,90-92,3/4,Normal,1,1,5,5,2,23,22,44,11,61,58,53,64,53,55,47,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,13,Jay Gladney,,-,-,-,05/08/2037,17,USA,6' 0',165 lbs,Right,Right,0.5 Stars,2.0 Stars,4,4,10,3,1,6,9,9,11,10,1,11,3,3,9,1,1,2,40,9,Normal,Spray,Normal,1,1,1,9,1,1,1,1,9,1,1,1,1,9,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,85-87,85-87,3/4,Normal,1,1,4,5,5,74,67,57,73,32,42,45,54,24,28,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,20,Travis Glessner,,-,-,-,01/11/2038,16,USA,6' 1',195 lbs,Right,Right,0.5 Stars,2.5 Stars,1,1,1,6,7,1,1,2,4,10,10,3,1,1,1,4,6,1,48,5,Normal,Pull,Normal,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,1,48,53,43,20,25,45,26,41,46,39,7,1,3,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,19,Ted Goddard,,Toronto (INT),INT,INT,02/24/2037,17,AUS,6' 2',175 lbs,Right,Right,0.5 Stars,2.5 Stars,2,3,13,5,9,1,7,8,14,11,10,9,2,1,12,2,6,1,53,8,Line Drive,Pull,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,86-88,3/4,Normal,1,1,1,4,4,31,24,30,19,54,49,46,61,50,43,57,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
